City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Sao Joao Da Barra,BR,2022-10-21 00:12:55,-21.6403,-41.0511,74.48,83,65,26.46
271,Tecoanapa,MX,2022-10-21 00:12:56,16.5167,-98.75,77.09,87,100,6.69
272,Praya,CV,2022-10-21 00:13:56,14.9215,-23.5087,77.92,80,3,7.07
273,Kawalu,ID,2022-10-21 00:13:56,-7.3817,108.2082,74.66,94,100,1.16
274,Bhigvan,IN,2022-10-21 00:13:57,18.3167,74.7667,74.23,82,87,7.02
275,Champerico,GT,2022-10-21 00:13:57,14.3,-91.9167,81.01,81,92,7.74
276,Motala,SE,2022-10-21 00:13:57,58.5371,15.0365,35.8,81,98,4.56
277,Poddorye,RU,2022-10-21 00:13:58,57.4695,31.1156,40.15,96,100,3.67
278,Tual,ID,2022-10-21 00:13:58,-5.6667,132.75,84.13,71,99,5.14
279,Glens Falls,US,2022-10-21 00:13:59,43.3095,-73.644,45.18,65,0,5.75
280,Sendafa,ET,2022-10-21 00:13:59,9.15,39.0333,47.46,67,70,3.65
281,Amazar,RU,2022-10-21 00:14:00,53.858,120.875,28.8,80,26,1.83
282,Monrovia,LR,2022-10-21 00:14:00,6.3005,-10.7969,76.17,85,61,3.33
283,Plettenberg Bay,ZA,2022-10-21 00:14:00,-34.0527,23.3716,59.11,78,81,3.13
284,Novikovo,RU,2022-10-21 00:14:01,51.1537,37.8879,42.4,73,87,14.2
285,Bryan,US,2022-10-21 00:09:21,30.6744,-96.37,76.89,33,0,5.75
286,Waddan,LY,2022-10-21 00:14:01,29.1614,16.139,65.77,65,35,6.4
287,Grindavik,IS,2022-10-21 00:14:02,63.8424,-22.4338,41.47,75,0,11.5
288,La Palma,US,2022-10-21 00:13:23,33.8464,-118.0467,91.9,36,20,13.8
289,Mbala,ZM,2022-10-21 00:14:02,-8.8402,31.3659,64.8,47,94,8.55
290,Ust-Ilimsk,RU,2022-10-21 00:14:03,58.0006,102.6619,31.84,81,100,4.29
291,Warangal,IN,2022-10-21 00:14:04,18.0,79.5833,71.1,91,5,1.9
292,Erdenet,MN,2022-10-21 00:14:05,49.0333,104.0833,26.35,92,100,4.32
293,Porto Velho,BR,2022-10-21 00:14:05,-8.7619,-63.9039,76.19,89,99,0.65
294,Kibangay,PH,2022-10-21 00:14:06,8.0497,124.8931,70.07,84,99,1.99
295,Phan Thiet,VN,2022-10-21 00:14:06,10.9333,108.1,77.61,83,90,4.54
296,Karaton,ID,2022-10-21 00:14:07,-6.3424,106.1045,76.03,90,100,4.45
297,Sambava,MG,2022-10-21 00:14:07,-14.2667,50.1667,66.7,88,16,8.48
298,Kolondieba,ML,2022-10-21 00:14:08,11.0882,-6.8926,78.78,54,91,3.4
299,Van,TR,2022-10-21 00:14:08,38.4924,43.3831,60.15,36,40,11.5
300,Akropong,GH,2022-10-21 00:14:08,5.9746,-0.0854,71.1,91,41,4.63
301,Rocha,UY,2022-10-21 00:13:27,-34.4833,-54.3333,58.68,93,100,4.32
302,Ahuimanu,US,2022-10-21 00:14:09,21.4447,-157.8378,83.91,61,40,10.36
303,Korla,CN,2022-10-21 00:14:10,41.7597,86.1469,47.05,40,11,2.62
304,Bandarbeyla,SO,2022-10-21 00:14:10,9.4942,50.8122,77.54,88,32,8.9
305,Klaksvik,FO,2022-10-21 00:14:10,62.2266,-6.589,49.12,86,100,25.03
306,Boa Vista,BR,2022-10-21 00:14:11,2.8197,-60.6733,81.27,69,91,3.8
307,Asadabad,IR,2022-10-21 00:14:11,34.7824,48.1185,56.98,27,98,5.75
308,Aliganj,IN,2022-10-21 00:14:12,27.5,79.1833,71.31,57,0,3.56
309,Shieli,KZ,2022-10-21 00:14:13,44.1667,66.75,49.17,38,100,6.91
310,Alcaudete,ES,2022-10-21 00:14:13,37.5909,-4.0824,70.16,59,100,1.34
311,Boden,SE,2022-10-21 00:14:13,65.8252,21.6886,39.2,92,100,4.85
312,Roma,US,2022-10-21 00:09:38,43.2128,-75.4557,46.54,53,75,8.05
313,Provideniya,RU,2022-10-21 00:12:26,64.3833,-173.3,35.71,100,100,11.18
314,Uvat,RU,2022-10-21 00:14:15,59.1433,68.8953,33.96,75,77,10.67
315,Nurota,UZ,2022-10-21 00:14:15,40.5614,65.6886,52.09,25,78,3.2
316,Olmos,PE,2022-10-21 00:14:16,-5.9847,-79.7453,62.91,66,91,5.08
317,America Dourada,BR,2022-10-21 00:15:16,-11.4553,-41.4361,74.23,47,2,9.73
318,Hualmay,PE,2022-10-21 00:15:16,-11.0964,-77.6139,61.57,80,16,10.04
319,Celestun,MX,2022-10-21 00:15:17,20.8667,-90.4,73.62,66,85,10.69
320,Marawi,PH,2022-10-21 00:15:17,7.9986,124.2928,73.63,87,99,0.6
321,San Ramon,US,2022-10-21 00:12:08,37.7799,-121.978,89.74,37,0,12.66
322,Rockport,US,2022-10-21 00:12:44,28.0206,-97.0544,73.45,88,0,10.36
323,Uetze,DE,2022-10-21 00:15:18,52.4651,10.2047,56.26,94,75,4.61
324,Enshi,CN,2022-10-21 00:15:19,30.3,109.4833,59.34,63,34,0.76
325,Kenora,CA,2022-10-21 00:11:47,49.8167,-94.4337,45.46,76,100,6.62
326,Marolambo,MG,2022-10-21 00:15:20,-20.05,48.1167,64.87,96,100,0.31
327,Grants,US,2022-10-21 00:15:21,35.1473,-107.8514,68.23,18,0,6.91
328,Kencong,ID,2022-10-21 00:15:21,-8.2833,113.3667,79.36,83,97,1.52
329,Caxito,AO,2022-10-21 00:15:22,-8.5785,13.6643,75.61,84,97,4.03
330,Bavtugay,RU,2022-10-21 00:15:22,43.16,46.83,55.33,90,69,7.87
331,Knysna,ZA,2022-10-21 00:15:23,-34.0363,23.0471,58.39,82,78,4.03
332,Cassilandia,BR,2022-10-21 00:15:24,-19.1133,-51.7342,79.0,53,100,3.56
333,Rohnert Park,US,2022-10-21 00:15:24,38.3396,-122.7011,89.67,45,0,3.0
334,Tsabong,BW,2022-10-21 00:15:25,-26.0217,22.401,72.48,36,11,8.86
335,Tandil,AR,2022-10-21 00:10:29,-37.3217,-59.1332,52.68,51,98,15.32
336,Kismayo,SO,2022-10-21 00:15:25,-0.3582,42.5454,76.66,83,64,14.16
337,Dunedin,NZ,2022-10-21 00:11:53,-45.8742,170.5036,47.8,68,91,11.01
338,Krasnyy Chikoy,RU,2022-10-21 00:15:26,50.3643,108.7512,26.53,94,58,2.42
339,Maniitsoq,GL,2022-10-21 00:15:26,65.4167,-52.9,32.99,49,100,7.31
340,Batagay,RU,2022-10-21 00:15:27,67.6333,134.6333,-0.8,98,73,1.86
341,Avera,US,2022-10-21 00:15:28,33.194,-82.5271,51.31,34,49,4.81
342,Bairiki,KI,2022-10-21 00:15:30,1.3292,172.9752,86.0,66,20,10.36
343,Thompson,CA,2022-10-21 00:13:09,55.7435,-97.8558,46.98,87,86,5.99
344,Nouakchott,MR,2022-10-21 00:15:34,18.0858,-15.9785,76.93,77,0,9.84
345,Darnah,LY,2022-10-21 00:15:34,32.767,22.6367,67.57,70,0,13.0
346,Sitka,US,2022-10-21 00:15:35,57.0531,-135.33,49.89,76,100,8.05
347,Langsa,ID,2022-10-21 00:15:35,4.4683,97.9683,75.52,95,99,1.36
348,Kaitangata,NZ,2022-10-21 00:15:35,-46.2817,169.8464,50.85,44,98,10.07
349,Mahajanga,MG,2022-10-21 00:15:36,-15.7167,46.3167,72.05,72,0,7.99
350,Borogontsy,RU,2022-10-21 00:15:36,62.6683,131.1683,9.66,97,100,3.58
351,Kalaleh,IR,2022-10-21 00:15:36,37.3807,55.4916,74.3,31,97,11.16
352,Pimentel,PE,2022-10-21 00:15:37,-6.8367,-79.9342,61.09,84,36,15.66
353,Flinders,AU,2022-10-21 00:15:37,-34.5833,150.8552,73.06,92,100,4.0
354,Torbay,CA,2022-10-21 00:15:31,47.6666,-52.7314,60.76,96,100,19.57
355,Aranos,NA,2022-10-21 00:15:38,-24.1333,19.1167,76.48,35,72,8.97
356,Banjar,ID,2022-10-21 00:15:38,-8.19,114.9675,84.07,72,82,1.34
357,Oktyabrskiy,RU,2022-10-21 00:15:39,54.4815,53.471,34.93,82,70,3.04
358,Miragoane,HT,2022-10-21 00:15:39,18.4423,-73.0876,80.62,77,8,4.74
359,Qaqortoq,GL,2022-10-21 00:15:40,60.7167,-46.0333,33.76,67,74,6.42
360,Nhulunbuy,AU,2022-10-21 00:15:40,-12.2333,136.7667,87.96,57,97,4.76
361,Khadyzhensk,RU,2022-10-21 00:15:40,44.4256,39.5319,45.63,73,58,8.37
362,Visby,SE,2022-10-21 00:12:58,57.6409,18.296,41.22,93,75,6.91
363,Pasni,PK,2022-10-21 00:15:41,25.2631,63.471,81.01,43,0,6.26
364,Namibe,AO,2022-10-21 00:15:41,-15.1961,12.1522,65.79,85,61,4.99
365,Cap Malheureux,MU,2022-10-21 00:15:42,-19.9842,57.6142,71.47,75,6,1.99
366,Linqiong,CN,2022-10-21 00:16:42,30.4159,103.4609,62.42,59,100,1.95
367,Bathsheba,BB,2022-10-21 00:16:42,13.2167,-59.5167,81.21,89,75,12.66
368,Biak,ID,2022-10-21 00:16:43,-0.9131,122.8766,81.99,70,96,2.21
369,Agbor,NG,2022-10-21 00:16:43,6.2518,6.1934,73.18,97,100,3.67
370,Nemuro,JP,2022-10-21 00:14:22,43.3236,145.575,55.24,66,16,9.22
371,Kloulklubed,PW,2022-10-21 00:16:44,7.0419,134.2556,81.1,76,100,0.83
372,Vila Franca Do Campo,PT,2022-10-21 00:16:44,37.7167,-25.4333,63.19,78,28,11.63
373,Chitrakonda,IN,2022-10-21 00:16:44,18.1167,82.0833,66.43,96,31,2.08
374,Dauphin,CA,2022-10-21 00:15:31,51.1494,-100.0502,55.54,58,100,9.22
375,Along,IN,2022-10-21 00:16:45,28.1667,94.7667,57.61,64,1,2.19
376,Waipawa,NZ,2022-10-21 00:16:45,-41.4122,175.5153,47.71,63,97,15.01
377,Lerwick,GB,2022-10-21 00:16:45,60.1545,-1.1494,51.8,77,100,22.19
378,Nouadhibou,MR,2022-10-21 00:16:46,20.931,-17.0347,71.58,73,0,17.27
379,Liusha,CN,2022-10-21 00:16:46,27.2098,108.59,59.36,86,88,0.87
380,Diego De Almagro,CL,2022-10-21 00:16:47,-26.3667,-70.05,61.97,29,0,3.58
381,San Francisco,US,2022-10-21 00:15:00,37.7749,-122.4194,91.31,75,20,20.71
382,Chapais,CA,2022-10-21 00:16:47,49.7834,-74.8492,31.78,78,99,10.94
383,Russell,US,2022-10-21 00:15:29,32.3502,-85.1999,56.8,76,0,0.0
384,Cururupu,BR,2022-10-21 00:16:47,-1.8283,-44.8683,75.49,91,63,3.44
385,Saint Anthony,US,2022-10-21 00:16:48,45.0205,-93.218,56.14,55,0,5.75
386,Kuytun,RU,2022-10-21 00:16:49,54.3419,101.5036,29.17,87,83,6.58
387,Mattru,SL,2022-10-21 00:16:49,7.6244,-11.8332,72.7,97,76,2.44
388,Saint-Georges,GD,2022-10-21 00:16:10,12.0564,-61.7485,80.28,83,20,5.75
389,Dingle,PH,2022-10-21 00:16:50,10.9995,122.6711,80.55,84,100,3.67
390,Nabire,ID,2022-10-21 00:16:50,-3.3667,135.4833,84.42,68,94,1.3
391,Chandler,US,2022-10-21 00:12:23,33.3062,-111.8412,91.04,22,0,3.44
392,Taoudenni,ML,2022-10-21 00:16:50,22.6783,-3.9836,83.01,14,8,18.32
393,Tarauaca,BR,2022-10-21 00:16:51,-8.1614,-70.7656,74.41,97,86,2.82
394,Kirensk,RU,2022-10-21 00:16:51,57.7853,108.1119,31.53,90,87,2.84
395,Dryden,CA,2022-10-21 00:15:31,49.7833,-92.7503,43.09,70,75,8.05
396,Altamont,US,2022-10-21 00:16:52,42.2068,-121.7372,77.9,19,0,5.75
397,Northam,GB,2022-10-21 00:16:52,51.0333,-4.2167,59.25,89,98,17.6
398,Golden,US,2022-10-21 00:12:27,39.7555,-105.2211,74.91,16,0,17.27
399,Liverpool,GB,2022-10-21 00:12:32,53.4106,-2.9779,54.14,95,33,4.61
400,Zhanaozen,KZ,2022-10-21 00:16:53,43.3,52.8,55.53,93,31,5.84
401,Nykoping,SE,2022-10-21 00:16:53,58.753,17.0079,34.09,100,82,0.0
402,Lagoa,PT,2022-10-21 00:16:53,39.05,-27.9833,64.63,71,11,17.36
403,Terme,TR,2022-10-21 00:16:54,41.2092,36.9739,55.33,68,100,9.46
404,Yaan,NG,2022-10-21 00:16:54,7.3833,8.5667,74.07,91,100,4.88
405,Ajdabiya,LY,2022-10-21 00:16:54,30.7554,20.2263,68.41,64,0,8.08
406,Ankang,CN,2022-10-21 00:12:15,32.68,109.0172,58.3,70,0,0.96
407,Balgazyn,RU,2022-10-21 00:16:55,51.0,95.2,31.3,55,77,3.04
408,Luena,AO,2022-10-21 00:16:55,-11.7833,19.9167,65.82,60,91,4.23
409,Goderich,CA,2022-10-21 00:15:31,43.7501,-81.7165,45.91,81,100,13.8
410,Tulagi,SB,2022-10-21 00:16:56,-9.0996,160.1476,83.41,72,49,6.06
411,Gazanjyk,TM,2022-10-21 00:16:56,39.2446,55.5154,72.28,27,100,3.53
412,Dickinson,US,2022-10-21 00:15:50,29.4608,-95.0513,78.1,52,0,9.22
413,Constantine,DZ,2022-10-21 00:17:57,36.365,6.6147,60.21,47,0,2.3
414,Zwedru,LR,2022-10-21 00:17:57,6.0667,-8.1281,71.01,99,98,2.75
415,Comodoro Rivadavia,AR,2022-10-21 00:17:57,-45.8667,-67.5,48.06,76,20,6.91
416,Jalu,LY,2022-10-21 00:17:58,29.0331,21.5482,70.16,54,58,3.67
417,Grand Gaube,MU,2022-10-21 00:17:58,-20.0064,57.6608,71.38,76,8,3.0
418,Zhaodong,CN,2022-10-21 00:17:59,46.0833,125.9833,54.45,63,92,14.47
419,Isiro,CD,2022-10-21 00:17:59,2.7739,27.616,67.15,99,100,0.85
420,Gillette,US,2022-10-21 00:15:39,44.2911,-105.5022,68.95,15,0,8.05
421,Takoradi,GH,2022-10-21 00:18:00,4.8845,-1.7554,76.82,89,50,6.22
422,Mount Gambier,AU,2022-10-21 00:18:00,-37.8333,140.7667,70.95,59,93,4.43
423,Sergeyevka,KZ,2022-10-21 00:18:00,53.88,67.4158,42.62,92,100,4.79
424,Nacala,MZ,2022-10-21 00:18:01,-14.5428,40.6728,71.69,89,52,3.0
425,Werdau,DE,2022-10-21 00:18:02,50.7333,12.3833,54.68,64,100,1.01
426,Hope,US,2022-10-21 00:15:26,33.6671,-93.5916,69.85,50,28,4.36
427,Synya,RU,2022-10-21 00:18:03,65.3718,58.0387,30.58,98,100,4.56
428,Okhotsk,RU,2022-10-21 00:18:04,59.3833,143.3,23.83,50,50,13.82
429,Bumba,CD,2022-10-21 00:18:04,2.1833,22.4667,70.83,95,83,3.8
430,Buala,SB,2022-10-21 00:18:05,-8.145,159.5921,85.89,69,96,6.11
431,Sistranda,NO,2022-10-21 00:18:06,63.7256,8.834,40.96,73,56,8.66
432,Bengkulu,ID,2022-10-21 00:18:06,-3.8004,102.2655,74.8,93,100,4.36
433,Beringovskiy,RU,2022-10-21 00:18:06,63.05,179.3167,37.87,81,80,1.59
434,Togur,RU,2022-10-21 00:18:07,58.3631,82.8265,38.32,93,100,6.87
435,Gewane,ET,2022-10-21 00:18:07,10.1664,40.6453,78.98,42,1,3.83
436,Lundazi,ZM,2022-10-21 00:18:08,-12.2929,33.1782,68.61,45,67,9.35
437,Wajima,JP,2022-10-21 00:18:08,37.4,136.9,63.28,63,40,3.44
438,Coos Bay,US,2022-10-21 00:18:09,43.3665,-124.2179,71.31,92,40,12.66
439,Teluk Nibung,ID,2022-10-21 00:18:09,3.001,99.8164,77.76,87,62,2.53
440,Amapa,BR,2022-10-21 00:13:24,1.0,-52.0,73.69,93,81,3.42
441,Ananas,HT,2022-10-21 00:18:10,19.2466,-71.9557,73.09,85,82,4.45
442,Sudogda,RU,2022-10-21 00:18:10,55.9539,40.8629,31.21,94,7,4.43
443,Maiduguri,NG,2022-10-21 00:16:48,11.8464,13.1603,80.01,26,70,7.07
444,Shingu,JP,2022-10-21 00:18:11,33.7333,135.9833,66.69,57,2,0.92
445,Usinsk,RU,2022-10-21 00:18:12,65.9939,57.5281,31.01,98,100,11.72
446,San Cristobal,VE,2022-10-21 00:18:12,7.7669,-72.225,69.98,90,98,1.92
447,Kisangani,CD,2022-10-21 00:18:13,0.5167,25.2,69.26,98,87,1.19
448,Padilla,CO,2022-10-21 00:18:13,3.2204,-76.3139,71.17,93,97,2.3
449,Mount Isa,AU,2022-10-21 00:18:14,-20.7333,139.5,82.0,32,0,8.1
450,Huangzhai,CN,2022-10-21 00:18:14,38.0751,112.6595,43.21,48,45,1.52
451,Babusnica,RS,2022-10-21 00:18:15,43.0597,22.4117,41.59,100,0,3.04
452,Faya,SA,2022-10-21 00:18:15,18.3851,42.4509,59.11,66,0,2.62
453,Byron Bay,AU,2022-10-21 00:18:16,-28.65,153.6167,73.71,87,82,15.73
454,Mananjary,MG,2022-10-21 00:18:17,-21.2167,48.3333,70.75,84,75,4.88
455,Tiznit,MA,2022-10-21 00:18:17,29.5833,-9.5,76.82,27,6,4.88
456,Manicore,BR,2022-10-21 00:18:18,-5.8092,-61.3003,77.85,87,99,1.9
457,Naze,JP,2022-10-21 00:18:18,28.3667,129.4833,79.72,72,74,18.81
458,Igarka,RU,2022-10-21 00:18:19,67.4667,86.5833,33.37,98,100,16.73
459,Shymkent,KZ,2022-10-21 00:18:19,42.3,69.6,48.85,37,78,2.19
460,Lira,UG,2022-10-21 00:18:20,2.235,32.9097,66.13,91,100,1.77
461,Pogar,RU,2022-10-21 00:19:21,52.554,33.2591,33.4,90,31,6.69
462,Luang Prabang,LA,2022-10-21 00:19:21,19.8856,102.1347,69.76,88,75,0.0
463,Guarapuava,BR,2022-10-21 00:19:22,-25.3953,-51.4581,58.32,100,100,2.66
464,Brae,GB,2022-10-21 00:19:22,60.3964,-1.353,49.39,77,100,18.01
465,Muroto,JP,2022-10-21 00:19:22,33.2833,134.15,68.67,58,5,3.18
466,Nanortalik,GL,2022-10-21 00:19:23,60.1432,-45.2371,37.67,71,64,8.03
467,Nago,JP,2022-10-21 00:19:23,26.5881,127.9761,82.83,78,74,19.53
468,Grado,ES,2022-10-21 00:19:24,43.388,-6.0743,60.24,63,0,5.75
469,Quang Ngai,VN,2022-10-21 00:19:24,15.1167,108.8,74.52,87,88,5.32
470,Umea,SE,2022-10-21 00:19:24,63.8284,20.2597,36.91,93,0,0.0
471,Maceio,BR,2022-10-21 00:19:25,-9.6658,-35.7353,75.9,73,8,8.01
472,Kirakira,SB,2022-10-21 00:19:26,-10.4544,161.9205,83.88,76,80,8.12
473,Chipinge,ZW,2022-10-21 00:19:27,-20.1883,32.6236,58.41,88,2,4.83
474,Tarancon,ES,2022-10-21 00:17:54,40.0085,-3.0073,60.12,73,100,15.88
475,Ordynskoye,RU,2022-10-21 00:19:28,54.3656,81.8994,38.98,92,90,5.82
476,Kutahya,TR,2022-10-21 00:19:00,39.4242,29.9833,45.09,87,53,6.13
477,Bouca,CF,2022-10-21 00:19:28,6.5105,18.2733,70.09,96,100,3.65
478,Hailar,CN,2022-10-21 00:19:29,49.2,119.7,34.68,96,100,12.46
479,Nuuk,GL,2022-10-21 00:19:29,64.1835,-51.7216,30.81,74,100,4.32
480,Giyani,ZA,2022-10-21 00:19:30,-23.3025,30.7187,71.94,45,0,1.72
481,Streator,US,2022-10-21 00:19:30,41.1209,-88.8354,57.56,60,12,6.04
482,Itarema,BR,2022-10-21 00:15:24,-2.9248,-39.9167,78.71,82,35,14.76
483,Miri,MY,2022-10-21 00:19:31,4.4148,114.0089,78.94,89,40,3.44
484,Riachao Das Neves,BR,2022-10-21 00:19:32,-11.7461,-44.91,77.99,33,12,2.59
485,Zhuhai,CN,2022-10-21 00:18:13,22.2769,113.5678,76.86,78,0,8.05
486,Te Anau,NZ,2022-10-21 00:19:32,-45.4167,167.7167,47.91,54,67,2.84
487,Palafrugell,ES,2022-10-21 00:19:32,41.9174,3.1631,70.47,57,100,8.19
488,Jiazi,CN,2022-10-21 00:19:33,22.8779,116.067,71.56,66,96,14.25
489,Ambovombe,MG,2022-10-21 00:19:33,-25.1667,46.0833,67.8,85,0,6.6
490,Trairi,BR,2022-10-21 00:19:20,-3.2778,-39.2689,78.76,81,58,11.34
491,Mwinilunga,ZM,2022-10-21 00:19:34,-11.7358,24.4293,69.51,38,99,2.28
492,Ottawa,CA,2022-10-21 00:19:34,45.4112,-75.6981,43.88,80,100,12.66
493,Tokur,RU,2022-10-21 00:19:34,53.1333,132.9,26.01,58,3,1.19
494,Kununurra,AU,2022-10-21 00:18:43,-15.7667,128.7333,94.66,34,76,4.05
495,Serdobsk,RU,2022-10-21 00:19:35,52.4586,44.2169,40.24,78,98,10.87
496,Novo Aripuana,BR,2022-10-21 00:19:35,-5.1206,-60.3797,78.44,84,92,2.42
497,Magdalena,PH,2022-10-21 00:19:36,14.1999,121.429,79.47,89,93,3.4
498,Bintulu,MY,2022-10-21 00:19:36,3.1667,113.0333,75.61,100,40,2.3
499,Grootfontein,NA,2022-10-21 00:19:37,-19.5667,18.1167,63.97,59,28,2.3
500,Chamba,IN,2022-10-21 00:19:37,32.5667,76.1333,56.66,52,0,10.11
501,Mahon,ES,2022-10-21 00:19:37,39.8885,4.2658,72.16,94,0,8.05
502,Lodja,CD,2022-10-21 00:19:37,-3.4833,23.4333,66.16,99,92,1.7
503,Hessisch Lichtenau,DE,2022-10-21 00:19:38,51.2,9.7167,54.52,97,87,4.7
504,Salinopolis,BR,2022-10-21 00:20:38,-0.6136,-47.3561,80.83,78,35,12.08
505,Orlik,RU,2022-10-21 00:20:39,52.5178,99.825,17.65,73,76,3.98
506,Barcelos,PT,2022-10-21 00:20:39,41.5388,-8.6151,62.85,89,49,9.93
507,De Aar,ZA,2022-10-21 00:20:40,-30.6497,24.0123,69.96,44,66,5.35
508,Mangai,CD,2022-10-21 00:20:40,-4.05,19.5333,67.86,100,99,0.6
509,Bay Roberts,CA,2022-10-21 00:20:40,47.5999,-53.2648,63.05,95,100,5.01
510,Conversion,PH,2022-10-21 00:20:41,15.8984,121.1277,74.19,94,100,3.13
511,Phangnga,TH,2022-10-21 00:20:41,8.4509,98.5298,75.24,94,99,0.78
512,Raudeberg,NO,2022-10-21 00:20:42,61.9875,5.1352,34.47,57,4,9.57
513,Teya,RU,2022-10-21 00:20:42,60.3778,92.6267,33.46,88,100,4.25
514,Lebu,CL,2022-10-21 00:20:43,-37.6167,-73.65,51.1,90,100,13.18
515,Vao,NC,2022-10-21 00:20:43,-22.6667,167.4833,71.46,67,99,21.43
516,Sinnamary,GF,2022-10-21 00:20:44,5.3833,-52.95,79.36,83,100,8.41
517,Port Hardy,CA,2022-10-21 00:20:44,50.6996,-127.4199,53.78,66,75,6.91
518,Sokoni,TZ,2022-10-21 00:20:45,-6.4333,39.55,75.47,76,99,12.5
519,Loandjili,CG,2022-10-21 00:20:45,-4.7561,11.8578,78.91,83,75,8.05
520,Elko,US,2022-10-21 00:20:45,41.0002,-115.5012,71.74,11,3,11.99
521,Havelock,US,2022-10-21 00:20:46,34.8791,-76.9013,59.95,84,0,3.44
522,Shimanovsk,RU,2022-10-21 00:20:46,52.0,127.7,31.93,59,93,7.63
523,Olafsvik,IS,2022-10-21 00:20:47,64.8945,-23.7142,40.71,79,64,21.5
524,Deputatskiy,RU,2022-10-21 00:20:47,69.3,139.9,-2.72,96,89,7.29
525,Yunyang,CN,2022-10-21 00:20:48,33.4474,112.7142,60.04,37,2,2.75
526,Luganville,VU,2022-10-21 00:20:48,-15.5333,167.1667,81.55,78,99,10.92
527,Lorengau,PG,2022-10-21 00:20:48,-2.0226,147.2712,85.73,65,72,6.02
528,Macusani,PE,2022-10-21 00:20:49,-14.0833,-70.4333,40.62,83,89,5.97
529,Jutai,BR,2022-10-21 00:20:50,-5.1833,-68.9,75.7,91,81,0.98
530,Ambositra,MG,2022-10-21 00:20:50,-20.5167,47.25,57.25,93,100,3.49
531,Mayo,US,2022-10-21 00:20:50,38.8876,-76.5119,56.12,67,0,0.0
532,Xiamen,CN,2022-10-21 00:17:21,24.4798,118.0819,74.25,56,0,4.47
533,Sobradinho,BR,2022-10-21 00:20:51,-12.8333,-39.1,69.28,91,15,3.09
534,Acapulco,MX,2022-10-21 00:20:51,16.8634,-99.8901,78.62,78,100,3.44
535,Machali,CL,2022-10-21 00:20:52,-34.1833,-70.6667,60.3,41,4,2.55
536,Shiraz,IR,2022-10-21 00:20:52,29.6036,52.5388,54.84,35,0,0.0
537,Tera,NE,2022-10-21 00:20:53,14.0078,0.7531,85.21,15,44,5.99
538,Honiara,SB,2022-10-21 00:20:53,-9.4333,159.95,86.85,68,72,6.76
539,Piacabucu,BR,2022-10-21 00:20:54,-10.4056,-36.4344,74.01,74,3,7.14
540,Manhattan,US,2022-10-21 00:20:54,40.7834,-73.9662,57.6,53,0,9.22
541,Henties Bay,NA,2022-10-21 00:20:55,-22.116,14.2845,57.65,92,76,5.66
542,Paamiut,GL,2022-10-21 00:20:55,61.994,-49.6678,36.3,65,87,11.7
543,Bonthe,SL,2022-10-21 00:20:55,7.5264,-12.505,77.23,85,79,3.38
